id,lottery_date,times,num_set,one_unit,one_amount,two_unit,two_amount,three_unit,three_amount,four_unit,four_amount,five_unit,five_amount,sales,carryover,created_at,updated_at
1133,2017-02-06,1146,"01,10,19,23,26,34,27",2,124691200.0,5,24586900.0,275,536400.0,11920,10900.0,197804,1000.0,1633310200.0,0,2017-02-06 10:55:02.000000,2017-02-06 10:55:02.000000
1165,2017-05-29,1178,"16,17,20,22,29,40,31",0,0.0,2,38521200.0,145,573800.0,8921,9800.0,153552,1000.0,1463372200.0,271353304,2017-05-29 10:55:03.000000,2017-05-29 10:55:03.000000
1195,2017-09-11,1208,"05,14,20,30,38,41,08",2,278697200.0,10,9211100.0,245,406000.0,12613,8300.0,202770,1000.0,1792224400.0,0,2017-09-11 10:55:03.000000,2017-09-11 10:55:03.000000
981,2015-12-28,1032,"11,20,21,30,36,43,17",0,0.0,15,9625100.0,211,821100.0,12124,12600.0,197770,1000.0,1841451400.0,412952008,2016-04-30 23:09:11.000000,2016-04-30 23:09:11.000000
982,2015-12-24,1031,"02,04,07,22,32,35,01",0,0.0,4,30377500.0,198,736400.0,11909,10800.0,201973,1000.0,1628741200.0,252531046,2016-04-30 23:09:11.000000,2016-04-30 23:09:11.000000
983,2015-12-21,1030,"04,09,17,20,23,42,19",0,0.0,7,15109300.0,272,466600.0,12278,9100.0,189165,1000.0,1447392000.0,117518400,2016-04-30 23:09:11.000000,2016-04-30 23:09:11.000000
984,2015-12-17,1029,"05,13,22,31,37,39,04",1,119024800.0,16,6695000.0,305,421400.0,13102,8600.0,188473,1000.0,1459019400.0,0,2016-04-30 23:09:11.000000,2016-04-30 23:09:11.000000
985,2015-12-14,1028,"07,10,18,21,28,36,40",4,62660500.0,6,19451200.0,306,457600.0,14237,8600.0,216466,1000.0,1614308000.0,0,2016-04-30 23:09:12.000000,2016-04-30 23:09:12.000000
986,2015-12-10,1027,"13,16,17,19,20,38,18",0,0.0,5,21773700.0,165,791700.0,8349,13800.0,151310,1000.0,1393401200.0,120966218,2016-04-30 23:09:12.000000,2016-04-30 23:09:12.000000
987,2015-12-07,1026,"01,08,11,17,22,26,31",2,52917100.0,11,8659000.0,400,285700.0,16724,6000.0,228080,1000.0,1431759800.0,0,2016-04-30 23:09:12.000000,2016-04-30 23:09:12.000000
988,2015-12-03,1025,"10,17,20,21,36,43,34",1,260943800.0,5,24983800.0,146,1026700.0,9129,14400.0,157394,1000.0,1562780800.0,0,2016-04-30 23:09:12.000000,2016-04-30 23:09:12.000000
1044,2016-07-14,1088,"05,08,16,24,32,33,22",2,52484700.0,13,7267000.0,514,220500.0,16121,6200.0,193377,1000.0,1347083600.0,0,2016-07-14 10:55:03.000000,2016-07-14 10:55:03.000000
1104,2016-10-20,1116,"01,11,33,34,35,38,29",0,0.0,0,0.0,168,764000.0,7807,14500.0,138057,1000.0,1345498000.0,225823223,2016-10-20 10:55:03.000000,2016-10-20 10:55:03.000000
1116,2016-12-08,1130,"01,11,37,38,39,42,26",1,121251200.0,5,21825000.0,214,611900.0,9379,12300.0,152854,1000.0,1399323400.0,0,2016-12-08 10:55:02.000000,2016-12-08 10:55:02.000000
1117,2016-12-05,1129,"06,11,19,28,30,43,32",2,193235600.0,13,9803300.0,350,436900.0,15340,8700.0,233083,1000.0,1755490400.0,0,2016-12-08 10:55:03.000000,2016-12-08 10:55:03.000000
1134,2017-02-09,1147,"02,03,10,16,26,27,23",2,102768800.0,13,4743300.0,484,137500.0,15880,4400.0,221368,1000.0,1390071200.0,0,2017-02-09 10:55:03.000000,2017-02-09 10:55:03.000000
1166,2017-06-01,1179,"05,12,27,36,39,40,37",0,0.0,9,8965800.0,272,320300.0,13286,6900.0,204998,1000.0,1630866200.0,540321223,2017-06-01 10:55:02.000000,2017-06-01 10:55:02.000000
1196,2017-09-14,1209,"11,12,24,32,38,40,07",0,0.0,5,14124200.0,227,335900.0,11198,7100.0,174254,1000.0,1415848600.0,235396540,2017-09-14 10:55:03.000000,2017-09-14 10:55:03.000000
989,2016-01-28,1040,"07,13,15,21,23,34,12",4,65169100.0,4,30515400.0,284,515700.0,13495,9500.0,211732,1000.0,1655782000.0,0,2016-04-30 23:09:27.000000,2016-04-30 23:09:27.000000
990,2016-01-25,1039,"06,09,20,34,37,41,25",0,0.0,5,22509000.0,144,937800.0,8495,14000.0,147378,1000.0,1420365400.0,125051453,2016-04-30 23:09:27.000000,2016-04-30 23:09:27.000000
991,2016-01-21,1038,"03,07,24,25,27,39,20",2,52512600.0,17,5560100.0,514,220600.0,17217,5800.0,234727,1000.0,1439459600.0,0,2016-04-30 23:09:27.000000,2016-04-30 23:09:27.000000
992,2016-01-18,1037,"01,03,12,13,21,32,41",1,113813400.0,21,4877600.0,272,451900.0,13238,8100.0,202034,1000.0,1443611200.0,0,2016-04-30 23:09:28.000000,2016-04-30 23:09:28.000000
993,2016-01-14,1036,"02,08,17,27,30,31,13",4,61726800.0,11,10885900.0,325,442100.0,14581,8600.0,216644,1000.0,1644210000.0,0,2016-04-30 23:09:28.000000,2016-04-30 23:09:28.000000
994,2016-01-11,1035,"09,15,17,19,27,33,40",0,0.0,7,14638400.0,243,506000.0,12436,8700.0,198214,1000.0,1435488600.0,113855362,2016-04-30 23:09:28.000000,2016-04-30 23:09:28.000000
995,2016-01-07,1034,"14,20,24,25,31,32,29",1,127300500.0,6,19094900.0,185,743100.0,9540,12700.0,165368,1000.0,1479999000.0,0,2016-04-30 23:09:28.000000,2016-04-30 23:09:28.000000
996,2016-01-04,1033,"01,15,21,24,37,41,07",2,282753200.0,12,11441400.0,275,599100.0,12533,11500.0,213441,1000.0,1807528800.0,0,2016-04-30 23:09:28.000000,2016-04-30 23:09:28.000000
1045,2016-07-18,1089,"05,17,19,22,41,42,04",1,110844700.0,8,12469900.0,198,604600.0,9164,11500.0,150369,1000.0,1302855400.0,0,2016-07-18 10:55:02.000000,2016-07-18 10:55:02.000000
1118,2016-12-12,1131,"06,12,25,36,38,41,18",2,54306800.0,15,6516700.0,474,247400.0,15952,6400.0,210055,1000.0,1415993400.0,0,2016-12-12 10:55:02.000000,2016-12-12 10:55:02.000000
1135,2017-02-13,1148,"03,05,16,23,31,43,39",0,0.0,9,7745500.0,286,263200.0,12463,6300.0,192732,1000.0,1443631800.0,232357669,2017-02-13 10:55:02.000000,2017-02-13 10:55:02.000000
1167,2017-06-05,1180,"02,04,05,13,18,21,40",0,0.0,7,12405500.0,380,246700.0,17354,5700.0,271903,1000.0,1869055600.0,829773653,2017-06-05 10:55:03.000000,2017-06-05 10:55:03.000000
1197,2016-11-28,1127,"09,15,17,21,23,42,24",0,0.0,3,34377200.0,235,526600.0,10996,9900.0,177119,1000.0,1395047800.0,114591920,,
997,2016-02-29,1049,"03,06,15,23,24,31,11",1,254007900.0,12,9155800.0,451,292300.0,18708,6200.0,258068,1000.0,1640372000.0,0,2016-04-30 23:09:37.000000,2016-04-30 23:09:37.000000
998,2016-02-25,1048,"26,27,30,31,34,40,20",0,0.0,3,39578100.0,149,956200.0,7164,17500.0,135576,1000.0,1454237400.0,131928303,2016-04-30 23:09:37.000000,2016-04-30 23:09:37.000000
999,2016-02-22,1047,"05,09,13,31,32,35,26",1,254367900.0,18,6821100.0,287,513300.0,12092,10700.0,197142,1000.0,1630339800.0,0,2016-04-30 23:09:37.000000,2016-04-30 23:09:37.000000
1000,2016-02-18,1046,"06,13,17,18,27,43,21",0,0.0,4,26537100.0,223,571200.0,11877,9400.0,196801,1000.0,1468080000.0,117943963,2016-04-30 23:09:37.000000,2016-04-30 23:09:37.000000
1001,2016-02-15,1045,"01,19,21,30,31,43,18",2,64732900.0,4,29129500.0,193,724400.0,9072,13500.0,150132,1000.0,1465063800.0,0,2016-04-30 23:09:38.000000,2016-04-30 23:09:38.000000
1002,2016-02-11,1044,"03,07,16,26,34,39,23",1,111439200.0,11,9117600.0,260,462800.0,11750,9000.0,183459,1000.0,1381584400.0,0,2016-04-30 23:09:38.000000,2016-04-30 23:09:38.000000
1003,2016-02-08,1043,"21,29,30,32,38,42,16",1,132237700.0,2,59506400.0,135,1057800.0,7237,17400.0,135837,1000.0,1457522000.0,0,2016-04-30 23:09:38.000000,2016-04-30 23:09:38.000000
1004,2016-02-04,1042,"04,10,11,12,18,25,36",12,8291100.0,17,5267200.0,663,162000.0,22031,4300.0,257868,1000.0,1442538800.0,0,2016-04-30 23:09:38.000000,2016-04-30 23:09:38.000000
1005,2016-02-01,1041,"14,22,27,29,33,37,24",3,39365300.0,4,26571400.0,268,475900.0,13351,8400.0,201271,1000.0,1479343600.0,0,2016-04-30 23:09:38.000000,2016-04-30 23:09:38.000000
1046,2016-07-21,1090,"03,10,15,22,27,40,23",2,52371900.0,9,10474300.0,374,302400.0,13630,7300.0,191289,1000.0,1340472800.0,0,2016-07-21 10:55:03.000000,2016-07-21 10:55:03.000000
1119,2016-12-15,1132,"04,05,24,29,33,35,40",1,116000500.0,2,52199700.0,200,626300.0,10015,11000.0,174763,1000.0,1402122800.0,0,2016-12-15 10:55:02.000000,2016-12-15 10:55:02.000000
1136,2017-02-16,1149,"02,14,22,23,35,43,31",0,0.0,9,9621000.0,315,296800.0,13606,7200.0,207026,1000.0,1721261400.0,520980964,2017-02-16 10:55:02.000000,2017-02-16 10:55:02.000000
1168,2017-06-08,1181,"15,16,17,29,31,32,12",2,589180700.0,4,26144900.0,376,300300.0,15734,7500.0,240752,1000.0,2058236400.0,0,2017-06-08 10:55:03.000000,2017-06-08 10:55:03.000000
1198,2017-09-18,1210,"05,06,12,16,23,36,09",1,474683600.0,18,3988200.0,379,204500.0,18056,4500.0,257079,1000.0,1616904800.0,0,2017-09-19 13:32:55.000000,2017-09-19 13:32:55.000000
1006,2016-03-31,1058,"11,12,17,23,29,43,37",1,115484500.0,8,12991900.0,250,498800.0,12891,8500.0,196365,1000.0,1445618000.0,0,2016-04-30 23:09:51.000000,2016-04-30 23:09:51.000000
1007,2016-03-28,1057,"02,11,19,21,28,38,25",1,376797400.0,10,12391100.0,304,489100.0,14181,9200.0,230885,1000.0,1716303600.0,0,2016-04-30 23:09:51.000000,2016-04-30 23:09:51.000000
1008,2016-03-24,1056,"14,16,19,29,32,37,24",0,0.0,7,17268200.0,197,736300.0,10229,12500.0,168887,1000.0,1549077200.0,239117105,2016-04-30 23:09:51.000000,2016-04-30 23:09:51.000000
1009,2016-03-21,1055,"05,11,20,25,26,32,06",0,0.0,10,9432500.0,254,445600.0,12223,8100.0,184437,1000.0,1325796800.0,104806984,2016-04-30 23:09:51.000000,2016-04-30 23:09:51.000000
1010,2016-03-17,1054,"07,09,10,19,28,33,36",1,107805100.0,9,10780400.0,329,353800.0,13690,7500.0,206139,1000.0,1400225200.0,0,2016-04-30 23:09:51.000000,2016-04-30 23:09:51.000000
1011,2016-03-14,1053,"04,11,23,27,35,42,15",3,82239100.0,23,4779400.0,412,320100.0,15393,7500.0,216691,1000.0,1548977800.0,0,2016-04-30 23:09:52.000000,2016-04-30 23:09:52.000000
1012,2016-03-10,1052,"06,26,34,37,42,43,13",0,0.0,10,11211500.0,130,1034900.0,8010,14800.0,142007,1000.0,1404260000.0,124574314,2016-04-30 23:09:52.000000,2016-04-30 23:09:52.000000
1013,2016-03-07,1051,"05,13,20,28,30,32,16",1,119160600.0,1,107243600.0,247,521000.0,11351,10000.0,180178,1000.0,1441773200.0,0,2016-04-30 23:09:52.000000,2016-04-30 23:09:52.000000
1014,2016-03-03,1050,"03,08,14,28,31,43,35",3,38678500.0,9,11603400.0,325,385500.0,13239,8300.0,200585,1000.0,1459812200.0,0,2016-04-30 23:09:52.000000,2016-04-30 23:09:52.000000
1047,2016-07-25,1091,"21,22,24,26,28,30,38",15,8046100.0,2,54310800.0,347,375600.0,8833,13000.0,139155,1000.0,1363992400.0,0,2016-07-25 10:55:02.000000,2016-07-25 10:55:02.000000
1120,2016-12-19,1133,"03,18,19,20,37,38,09",0,0.0,9,12135900.0,218,601200.0,10331,11100.0,172860,1000.0,1444739600.0,121360932,2016-12-19 10:55:03.000000,2016-12-19 10:55:03.000000
1137,2017-02-20,1150,"07,11,17,27,32,40,18",4,210763700.0,13,7432700.0,421,247800.0,17894,6100.0,254987,1000.0,1974011600.0,0,2017-02-20 10:55:03.000000,2017-02-20 10:55:03.000000
1169,2017-06-12,1182,"05,06,10,13,24,33,40",4,52790500.0,7,9050100.0,308,222100.0,14460,4900.0,220368,1000.0,1412426400.0,0,2017-06-12 10:55:02.000000,2017-06-12 10:55:02.000000
1202,2017-09-21,1211,"03,08,24,25,26,28,43",4,51872600.0,9,6916500.0,354,189900.0,15478,4500.0,225683,1000.0,1408193800.0,0,2017-09-21 10:55:03.000000,2017-09-21 10:55:03.000000
1015,2016-04-28,1066,"02,11,29,36,40,42,17",2,62523100.0,9,12504500.0,150,900300.0,8782,13500.0,152781,1000.0,1432326200.0,0,2016-04-30 23:10:15.000000,2016-04-30 23:10:15.000000
1016,2016-04-25,1065,"11,13,27,37,41,42,40",2,61590200.0,1,110861400.0,220,604600.0,10286,11400.0,174906,1000.0,1465188000.0,0,2016-04-30 23:10:15.000000,2016-04-30 23:10:15.000000
1017,2016-04-21,1064,"04,13,18,27,30,39,34",1,112756900.0,11,9225400.0,337,361300.0,13852,7700.0,197217,1000.0,1423673400.0,0,2016-04-30 23:10:15.000000,2016-04-30 23:10:15.000000
1018,2016-04-18,1063,"06,12,13,34,38,42,41",2,127447200.0,3,40673100.0,311,470800.0,13335,9600.0,210535,1000.0,1652712600.0,0,2016-04-30 23:10:16.000000,2016-04-30 23:10:16.000000
1019,2016-04-14,1062,"02,07,28,39,42,43,41",0,0.0,1,107383400.0,155,831300.0,9107,12400.0,163002,1000.0,1404961800.0,119316010,2016-04-30 23:10:16.000000,2016-04-30 23:10:16.000000
1020,2016-04-11,1061,"01,12,14,16,20,29,04",1,121147800.0,7,15576000.0,200,654100.0,10082,11400.0,170517,1000.0,1437670400.0,0,2016-04-30 23:10:16.000000,2016-04-30 23:10:16.000000
1021,2016-04-07,1060,"05,10,16,17,32,37,36",1,112704100.0,4,25358200.0,256,475400.0,10719,10000.0,176459,1000.0,1377083400.0,0,2016-04-30 23:10:16.000000,2016-04-30 23:10:16.000000
1022,2016-04-04,1059,"08,26,27,29,35,43,06",2,61718600.0,5,22218500.0,179,744700.0,9556,12300.0,160376,1000.0,1435143400.0,0,2016-04-30 23:10:16.000000,2016-04-30 23:10:16.000000
1048,2016-07-28,1092,"02,11,18,27,30,33,14",1,104835100.0,11,8577300.0,257,440500.0,13016,7600.0,195486,1000.0,1350596600.0,0,2016-07-28 10:55:03.000000,2016-07-28 10:55:03.000000
1121,2016-12-22,1134,"05,06,12,14,30,38,29",0,0.0,15,7264000.0,318,411100.0,15140,7600.0,242773,1000.0,1597543200.0,242429091,2016-12-22 10:55:03.000000,2016-12-22 10:55:03.000000
1138,2017-02-23,1151,"05,23,25,26,29,31,19",1,200000000.0,6,11877700.0,227,339000.0,11400,7100.0,188551,1000.0,1457019800.0,37547727,2017-02-23 10:55:02.000000,2017-02-23 10:55:02.000000
1170,2017-06-15,1183,"02,19,22,25,32,36,39",0,0.0,4,17969600.0,172,451300.0,9751,8400.0,166975,1000.0,1417983800.0,239586911,2017-06-15 10:55:03.000000,2017-06-15 10:55:03.000000
1203,2017-09-25,1212,"02,16,27,35,40,42,25",1,200000000.0,4,18797200.0,179,453600.0,9293,9200.0,153659,1000.0,1436612600.0,50621917,2017-09-25 10:55:02.000000,2017-09-25 10:55:02.000000
1023,2016-05-05,1068,"03,09,21,34,35,42,04",1,110869000.0,3,33260400.0,166,721300.0,8710,12100.0,145310,1000.0,1291825800.0,0,2016-05-08 14:27:08.000000,2016-05-08 14:27:08.000000
1024,2016-05-02,1067,"05,09,25,27,28,33,10",1,108258500.0,11,8857400.0,287,407300.0,14127,7300.0,218639,1000.0,1431965800.0,0,2016-05-08 14:27:08.000000,2016-05-08 14:27:08.000000
1049,2016-08-01,1093,"04,19,26,40,42,43,09",0,0.0,3,35760000.0,146,881700.0,8073,14000.0,136131,1000.0,1344244400.0,119201119,2016-08-01 10:55:02.000000,2016-08-01 10:55:02.000000
1122,2016-12-26,1135,"20,22,28,29,32,41,14",0,0.0,4,36650300.0,163,1079200.0,9168,16900.0,171912,1000.0,1805583000.0,405320947,2016-12-26 10:55:03.000000,2016-12-26 10:55:03.000000
1139,2017-02-27,1152,"06,08,10,33,35,43,22",0,0.0,7,11649000.0,183,481200.0,10419,8900.0,188674,1000.0,1606972600.0,309349226,2017-02-27 10:55:02.000000,2017-02-27 10:55:02.000000
1171,2017-06-19,1184,"02,06,21,30,31,36,41",0,0.0,4,21252700.0,325,282400.0,13247,7300.0,213823,1000.0,1713369000.0,522947436,2017-06-19 10:55:03.000000,2017-06-19 10:55:03.000000
1204,2017-09-28,1213,"03,13,22,26,30,39,01",1,287589500.0,10,7109200.0,286,268400.0,11979,6700.0,191061,1000.0,1460062600.0,0,2017-09-28 10:55:03.000000,2017-09-28 10:55:03.000000
1025,2016-05-09,1069,"12,17,26,30,33,40,08",4,30234500.0,9,12093700.0,184,709800.0,9501,12100.0,157175,1000.0,1406191400.0,0,2016-05-11 13:10:49.000000,2016-05-11 13:10:49.000000
1050,2016-08-04,1094,"06,07,20,24,28,43,11",1,243901900.0,7,16032800.0,245,549600.0,11565,10200.0,190507,1000.0,1513143200.0,0,2016-08-04 10:55:02.000000,2016-08-04 10:55:02.000000
1123,2016-12-29,1136,"03,04,07,08,22,33,18",1,400000000.0,17,7754200.0,451,350700.0,20985,6600.0,304439,1000.0,1956583400.0,151792210,2016-12-29 10:55:03.000000,2016-12-29 10:55:03.000000
1140,2017-03-02,1153,"04,15,20,24,26,30,29",0,0.0,7,12513200.0,265,356900.0,14004,7100.0,223686,1000.0,1772894200.0,601316116,2017-03-02 10:55:02.000000,2017-03-02 10:55:02.000000
1172,2017-06-22,1185,"06,15,18,26,27,31,38",1,600000000.0,10,9011000.0,377,258100.0,17174,5900.0,263353,1000.0,1897707200.0,223304816,2017-06-22 10:55:03.000000,2017-06-22 10:55:03.000000
1205,2017-10-02,1214,"02,19,23,30,33,36,40",4,60794100.0,2,36477700.0,170,463400.0,9319,8900.0,163858,1000.0,1426743800.0,0,2017-10-02 10:55:03.000000,2017-10-02 10:55:03.000000
1277,2014-09-25,902,"11,21,26,31,32,33,22",1,269162200.0,13,10368900.0,217,745400.0,11407,12500.0,198066,1000.0,1749073000.0,0,2018-06-12 18:18:38.633152,2018-06-12 18:18:38.633156
1278,2014-09-29,903,"01,03,06,07,16,19,12",1,113300900.0,19,5366800.0,444,275500.0,18382,5800.0,244707,1000.0,1533961200.0,0,2018-06-12 18:18:40.180468,2018-06-12 18:18:40.180476
1279,2014-10-02,904,"02,04,06,15,21,41,29",0,0.0,9,11858300.0,269,476000.0,13620,8200.0,214264,1000.0,1512482800.0,118584306,2018-06-12 18:18:41.556979,2018-06-12 18:18:41.556987
1280,2014-10-06,905,"04,15,24,40,41,42,31",2,131284900.0,5,25917100.0,267,582400.0,11293,12100.0,181831,1000.0,1662398800.0,0,2018-06-12 18:18:43.055474,2018-06-12 18:18:43.055481
1281,2014-10-09,906,"06,09,12,13,30,40,31",0,0.0,13,8407800.0,274,478600.0,12621,9100.0,201409,1000.0,1508935000.0,121447115,2018-06-12 18:18:44.668232,2018-06-12 18:18:44.668240
1282,2014-10-13,907,"05,13,18,22,27,41,19",5,49352900.0,12,9398700.0,389,347900.0,15657,7600.0,217235,1000.0,1577928800.0,0,2018-06-12 18:18:46.018992,2018-06-12 18:18:46.018998
1283,2014-10-16,908,"06,14,21,22,23,30,32",1,119933000.0,3,35979500.0,297,436100.0,14214,8000.0,216638,1000.0,1529545000.0,0,2018-06-12 18:18:47.465521,2018-06-12 18:18:47.465527
1284,2014-10-20,909,"12,15,21,27,30,35,28",1,121772100.0,7,15656200.0,252,521800.0,12431,9300.0,196128,1000.0,1500039600.0,0,2018-06-12 18:18:48.826415,2018-06-12 18:18:48.826421
1722,2019-04-15,1371,"04,05,06,07,24,28,30",2,452218500.0,16,5141600.0,422,210500.0,21478,4300.0,308457,1000.0,1883699000.0,0,2019-04-15 20:56:52.556049,2019-04-15 20:56:52.556055
1735,2019-05-30,1384,"03,06,13,32,38,43,40",1,251413100.0,5,14445500.0,208,375000.0,10761,7600.0,174116,1000.0,1438940400.0,0,2019-05-30 20:42:14.458210,2019-05-30 20:42:14.458213
1746,2019-07-08,1395,"05,16,18,27,30,43,25",1,200000000.0,6,12351500.0,180,444600.0,10104,8300.0,171744,1000.0,1461074800.0,47022904,2019-07-08 22:47:43.051810,2019-07-08 22:47:43.051817
1791,2019-09-02,1411,"02,05,07,20,25,28,03",3,73919900.0,14,4752100.0,428,167800.0,16007,4700.0,223818,1000.0,1466402000.0,0,2019-09-02 21:59:39.856334,2019-09-02 21:59:39.856340
1802,2019-10-10,1422,"12,14,17,20,24,30,39",3,73241900.0,20,3295900.0,189,376600.0,9008,8300.0,158350,1000.0,1312029800.0,0,2019-10-10 21:36:47.455747,2019-10-10 21:36:47.455753
1811,2019-11-11,1431,"02,27,28,33,38,40,30",1,200000000.0,5,14270800.0,134,575000.0,8834,9200.0,155601,1000.0,1385074800.0,37840016,2019-11-12 07:28:53.238513,2019-11-12 07:28:53.238519
1819,2019-12-09,1439,"11,17,23,28,34,41,04",3,77370500.0,23,3027600.0,269,279500.0,11160,7100.0,169673,1000.0,1391314200.0,0,2019-12-09 21:59:01.929907,2019-12-09 21:59:01.929911
1831,2020-01-27,1451,"02,06,10,20,24,43,34",10,21232800.0,19,3352600.0,1033,66500.0,19806,3600.0,223595,1000.0,1424695400.0,0,2020-01-28 08:34:56.254700,2020-01-28 08:34:56.254704
1857,2020-04-27,1477,"04,13,14,25,27,32,01",2,177912200.0,6,8416300.0,279,195400.0,9786,5800.0,146064,1000.0,1060105400.0,0,2020-04-28 12:34:21.571362,2020-04-28 12:34:21.571368
1864,2020-05-21,1484,"04,12,17,18,23,41,28",0,0.0,8,9131900.0,265,297700.0,13373,6200.0,207773,1000.0,1525787200.0,641899336,2020-05-21 20:51:57.682870,2020-05-21 20:51:57.682875
1872,2020-06-18,1492,"04,16,18,32,38,42,36",2,181232600.0,7,11136900.0,222,379200.0,11960,7400.0,185658,1000.0,1548059200.0,0,2020-06-18 20:36:55.081375,2020-06-18 20:36:55.081378
1026,2016-05-12,1070,"11,21,25,34,35,36,15",0,0.0,5,21929900.0,173,760500.0,7986,14500.0,144986,1000.0,1386933000.0,121834155,2016-05-12 10:55:03.000000,2016-05-12 10:55:03.000000
1051,2016-08-08,1095,"03,06,15,18,23,27,38",2,46378400.0,18,4637800.0,471,212600.0,17901,4900.0,226412,1000.0,1313766000.0,0,2016-08-08 10:55:03.000000,2016-08-08 10:55:03.000000
1141,2017-03-06,1154,"08,12,30,36,41,42,04",2,472134000.0,11,9353500.0,329,337700.0,14813,7900.0,237756,1000.0,2026951400.0,0,2017-03-06 10:55:03.000000,2017-03-06 10:55:03.000000
1173,2017-06-26,1186,"08,10,20,25,38,43,39",0,0.0,5,17591100.0,228,416600.0,12386,8100.0,206464,1000.0,1739905400.0,516480549,2017-06-26 10:55:03.000000,2017-06-26 10:55:03.000000
1206,2017-10-05,1215,"03,06,09,15,21,42,07",2,106367500.0,5,12764500.0,446,154500.0,15810,4600.0,210838,1000.0,1398122600.0,0,2017-10-05 10:55:02.000000,2017-10-05 10:55:02.000000
1052,2016-08-11,1096,"06,19,21,31,38,41,40",0,0.0,3,32235500.0,256,453300.0,8542,11900.0,140731,1000.0,1251795600.0,107452884,2016-08-11 10:55:02.000000,2016-08-11 10:55:02.000000
1142,2017-03-09,1155,"14,19,22,23,28,43,25",0,0.0,2,35719700.0,222,347500.0,11858,6800.0,185830,1000.0,1453490000.0,238123706,2017-03-09 10:55:03.000000,2017-03-09 10:55:03.000000
1174,2017-06-29,1187,"03,13,18,20,24,31,37",1,600000000.0,8,11730300.0,301,336700.0,15090,7000.0,244160,1000.0,1909422200.0,229279477,2017-06-29 10:55:02.000000,2017-06-29 10:55:02.000000
1207,2017-10-09,1216,"08,14,25,39,42,43,37",1,200000000.0,2,33513500.0,188,385000.0,9313,8200.0,152203,1000.0,1314496400.0,23416379,2017-10-09 10:55:03.000000,2017-10-09 10:55:03.000000
1053,2016-08-15,1097,"01,05,08,14,19,21,04",1,220816300.0,11,9275100.0,309,396200.0,14524,7400.0,217395,1000.0,1473814200.0,0,2016-08-15 10:55:03.000000,2016-08-15 10:55:03.000000
1143,2017-03-13,1156,"03,06,19,31,35,40,12",0,0.0,5,17651700.0,257,370800.0,13099,7600.0,214518,1000.0,1762215800.0,532309257,2017-03-13 10:55:03.000000,2017-03-13 10:55:03.000000
1175,2017-07-03,1188,"03,09,19,20,23,30,14",4,123969400.0,8,9997700.0,402,214800.0,17431,5200.0,244764,1000.0,1708881000.0,0,2017-07-03 10:55:03.000000,2017-07-03 10:55:03.000000
1208,2017-10-12,1217,"14,16,17,34,36,41,25",2,137428500.0,5,15086900.0,164,496700.0,8190,10500.0,144960,1000.0,1420859400.0,0,2017-10-12 10:55:03.000000,2017-10-12 10:55:03.000000
1054,2016-08-18,1098,"01,19,31,33,35,43,29",0,0.0,5,22216900.0,109,1222900.0,6443,18200.0,121343,1000.0,1348325800.0,123428429,2016-08-18 10:55:02.000000,2016-08-18 10:55:02.000000
1144,2017-03-16,1157,"05,17,20,28,39,42,01",1,600000000.0,6,16203700.0,361,290800.0,14908,7400.0,225173,1000.0,1916453400.0,256373097,2017-03-16 10:55:03.000000,2017-03-16 10:55:03.000000
1176,2017-07-06,1189,"08,24,28,30,38,41,32",1,200000000.0,3,25063900.0,160,507500.0,9950,8600.0,167540,1000.0,1467499400.0,50631101,2017-07-06 10:55:03.000000,2017-07-06 10:55:03.000000
1209,2017-10-16,1218,"05,08,13,20,28,42,35",2,108143100.0,12,5407300.0,263,266400.0,12597,5800.0,187026,1000.0,1360724200.0,0,2017-10-16 10:55:03.000000,2017-10-16 10:55:03.000000
1055,2016-08-22,1099,"06,08,12,17,18,24,35",5,45971700.0,6,15964400.0,495,232200.0,20738,4800.0,259629,1000.0,1507076600.0,0,2016-08-22 10:55:02.000000,2016-08-22 10:55:02.000000
1145,2017-03-20,1158,"22,24,27,30,32,40,23",2,273100900.0,4,21737800.0,153,613700.0,8610,11500.0,159064,1000.0,1619946800.0,0,2017-03-20 10:55:03.000000,2017-03-20 10:55:03.000000
1177,2017-07-10,1190,"01,03,13,29,38,39,08",0,0.0,7,11250700.0,191,445300.0,10987,8100.0,185154,1000.0,1558541400.0,313139337,2017-07-10 10:55:02.000000,2017-07-10 10:55:02.000000
1210,2017-10-19,1219,"14,22,24,36,39,42,32",1,200000000.0,1,67618600.0,209,349400.0,9559,8000.0,153497,1000.0,1325987200.0,25387956,2017-10-19 10:55:03.000000,2017-10-19 10:55:03.000000
1056,2016-08-25,1100,"02,06,16,23,32,35,37",3,37958600.0,7,14641000.0,316,389100.0,12108,8900.0,183363,1000.0,1402666000.0,0,2016-08-25 10:55:02.000000,2016-08-25 10:55:02.000000
1146,2017-03-23,1159,"01,04,15,16,23,30,17",1,200000000.0,8,8073900.0,322,216600.0,15157,4800.0,202033,1000.0,1389759800.0,15299173,2017-03-23 10:55:04.000000,2017-03-23 10:55:04.000000
1178,2017-07-13,1191,"03,05,11,20,25,32,30",2,291801500.0,5,16228300.0,438,200000.0,16621,5500.0,247922,1000.0,1732789600.0,0,2017-07-13 10:55:03.000000,2017-07-13 10:55:03.000000
1211,2017-10-23,1220,"09,15,21,23,32,42,14",2,127209100.0,8,8588900.0,288,257600.0,11290,6900.0,171252,1000.0,1381359000.0,0,2017-10-23 10:55:02.000000,2017-10-23 10:55:02.000000
