id,target_date,times,num_set,kind,winning,created_at,updated_at
313,2018-03-09,,"02,13,16,25,28,33,35",7,,2018-04-21 00:12:06.348462,2018-04-21 00:12:06.348472
314,2018-03-09,,"11,16,20,24,25,27,30",7,,2018-04-21 00:12:07.544225,2018-04-21 00:12:07.544233
315,2018-03-09,,"06,15,24,27,33,35,37",7,,2018-04-21 00:12:08.741473,2018-04-21 00:12:08.741480
475,2018-07-12,1294.0,"14,22,25,27,33,38",6,0.0,2018-06-22 11:23:31.938804,2018-07-12 21:42:23.218121
484,2018-07-19,1296.0,"16,18,33,37,39,42",6,0.0,2018-06-22 11:23:44.084641,2018-07-19 20:31:12.347020
485,2018-07-19,1296.0,"14,22,25,27,33,38",6,0.0,2018-06-22 11:23:45.391763,2018-07-19 20:31:13.012557
482,2018-07-19,1296.0,"02,03,09,11,14,27",6,0.0,2018-06-22 11:23:41.465766,2018-07-19 20:31:15.204376
486,2018-07-23,1297.0,"02,07,11,14,20,27",6,0.0,2018-06-22 11:23:46.696044,2018-07-23 22:04:07.062950
487,2018-07-23,1297.0,"02,03,09,11,14,27",6,0.0,2018-06-22 11:23:48.003177,2018-07-23 22:04:07.811983
488,2018-07-23,1297.0,"03,25,31,35,38,42",6,0.0,2018-06-22 11:23:49.311900,2018-07-23 22:04:08.747616
489,2018-07-23,1297.0,"16,18,33,37,39,42",6,0.0,2018-06-22 11:23:50.618228,2018-07-23 22:04:09.684748
490,2018-07-23,1297.0,"14,22,25,27,33,38",6,0.0,2018-06-22 11:23:51.922656,2018-07-23 22:04:10.627496
551,2018-07-26,1298.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:06:54.775750,2018-07-26 21:10:00.077081
552,2018-07-26,1298.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:06:55.945953,2018-07-26 21:10:00.768078
553,2018-07-26,1298.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:06:57.113516,2018-07-26 21:10:01.631181
554,2018-07-26,1298.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:06:58.281275,2018-07-26 21:10:02.493117
555,2018-07-26,1298.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:06:59.819728,2018-07-26 21:10:03.360118
556,2018-07-30,1299.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:07:00.989356,2018-08-04 10:12:11.177233
557,2018-07-30,1299.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:07:02.522535,2018-08-04 10:12:11.883850
558,2018-07-30,1299.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:07:03.692585,2018-08-04 10:12:12.767940
559,2018-07-30,1299.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:07:04.869067,2018-08-04 10:12:13.649791
560,2018-07-30,1299.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:07:06.038628,2018-08-04 10:12:14.533462
561,2018-08-02,1300.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:07:07.207560,2018-08-04 10:12:30.333929
562,2018-08-02,1300.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:07:08.374859,2018-08-04 10:12:31.113790
563,2018-08-02,1300.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:07:09.544413,2018-08-04 10:12:31.975540
564,2018-08-02,1300.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:07:10.719264,2018-08-04 10:12:32.837264
565,2018-08-02,1300.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:07:11.897346,2018-08-04 10:12:33.701786
566,2018-08-06,1301.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:07:13.077389,2018-08-12 20:18:54.450010
567,2018-08-06,1301.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:07:14.244553,2018-08-12 20:18:55.129763
568,2018-08-06,1301.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:07:15.414245,2018-08-12 20:18:55.980666
569,2018-08-06,1301.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:07:16.581838,2018-08-12 20:18:56.833744
570,2018-08-06,1301.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:07:17.763328,2018-08-12 20:18:57.685060
571,2018-08-09,1302.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:07:18.939658,2018-08-12 20:19:05.126395
572,2018-08-09,1302.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:07:20.108064,2018-08-12 20:19:05.807668
573,2018-08-09,1302.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:07:21.278320,2018-08-12 20:19:06.660119
574,2018-08-09,1302.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:07:22.449433,2018-08-12 20:19:07.514721
575,2018-08-09,1302.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:07:23.627444,2018-08-12 20:19:08.366489
576,2018-08-13,1303.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:07:24.803028,2018-08-16 23:05:05.832258
577,2018-08-13,1303.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:07:25.974800,2018-08-16 23:05:06.535168
578,2018-08-13,1303.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:07:27.322660,2018-08-16 23:05:07.414031
579,2018-08-13,1303.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:07:28.497224,2018-08-16 23:05:08.295040
580,2018-08-13,1303.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:07:29.671549,2018-08-16 23:05:09.173920
581,2018-08-16,1304.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:07:30.847420,2018-08-16 23:05:18.469838
582,2018-08-16,1304.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:07:32.023972,2018-08-16 23:05:19.137077
583,2018-08-16,1304.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:07:33.198322,2018-08-16 23:05:19.970267
584,2018-08-16,1304.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:07:34.378617,2018-08-16 23:05:20.802748
585,2018-08-16,1304.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:07:35.555155,2018-08-16 23:05:21.635643
586,2018-08-20,1305.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:07:36.728376,2018-08-20 22:41:51.671135
587,2018-08-20,1305.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:07:37.905116,2018-08-20 22:41:52.384080
588,2018-08-20,1305.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:07:39.078262,2018-08-20 22:41:53.234691
589,2018-08-20,1305.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:07:40.256320,2018-08-20 22:41:54.090108
590,2018-08-20,1305.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:07:41.434554,2018-08-20 22:41:54.941806
591,2018-08-23,1306.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:07:42.609094,2018-08-23 20:38:53.424522
592,2018-08-23,1306.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:07:43.783353,2018-08-23 20:38:54.154760
593,2018-08-23,1306.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:07:44.958644,2018-08-23 20:38:55.066365
594,2018-08-23,1306.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:07:46.134948,2018-08-23 20:38:55.975105
595,2018-08-23,1306.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:07:47.309516,2018-08-23 20:38:57.271279
596,2018-08-27,1307.0,"02,07,11,13,20,27",6,0.0,2018-07-26 21:07:48.490552,2018-08-28 00:15:41.895059
597,2018-08-27,1307.0,"02,03,09,11,14,27",6,0.0,2018-07-26 21:07:49.665163,2018-08-28 00:15:42.616453
598,2018-08-27,1307.0,"15,17,28,32,34,36",6,0.0,2018-07-26 21:07:50.840512,2018-08-28 00:15:43.523521
599,2018-08-27,1307.0,"02,05,26,32,34,42",6,0.0,2018-07-26 21:07:52.014458,2018-08-28 00:15:44.426377
600,2018-08-27,1307.0,"16,18,19,23,25,28",6,0.0,2018-07-26 21:07:53.189051,2018-08-28 00:15:45.329828
658,2018-09-03,1309.0,"07,15,17,18,22,35",6,0.0,2018-08-31 20:18:35.336387,2018-09-07 20:32:33.254787
659,2018-09-03,1309.0,"14,26,28,32,34,39",6,0.0,2018-08-31 20:18:36.507634,2018-09-07 20:32:33.925507
660,2018-09-03,1309.0,"07,13,26,32,34,42",6,0.0,2018-08-31 20:18:37.682625,2018-09-07 20:32:34.762389
661,2018-09-06,1310.0,"02,07,11,13,20,27",6,0.0,2018-08-31 20:18:38.853367,2018-09-07 20:32:46.462109
662,2018-09-06,1310.0,"02,03,09,11,14,27",6,0.0,2018-08-31 20:18:40.026514,2018-09-07 20:32:47.152088
663,2018-09-06,1310.0,"07,15,17,18,22,35",6,0.0,2018-08-31 20:18:41.195277,2018-09-07 20:32:48.391301
664,2018-09-06,1310.0,"14,26,28,32,34,39",6,0.0,2018-08-31 20:18:42.368539,2018-09-07 20:32:49.252479
631,2018-09-07,281.0,"02,07,11,14,20,27,37",7,0.0,2018-08-31 20:17:46.504645,2018-09-07 20:33:00.147558
632,2018-09-07,281.0,"02,03,09,11,12,14,27",7,0.0,2018-08-31 20:17:47.714055,2018-09-07 20:33:00.816029
633,2018-09-07,281.0,"02,07,25,27,31,34,36",7,0.0,2018-08-31 20:17:48.920293,2018-09-07 20:33:01.650487
634,2018-09-07,281.0,"04,09,14,21,26,33,35",7,0.0,2018-08-31 20:17:50.129187,2018-09-07 20:33:02.484563
635,2018-09-07,281.0,"11,16,24,27,29,35,36",7,0.0,2018-08-31 20:17:51.339055,2018-09-07 20:33:03.319587
636,2018-09-14,282.0,"02,07,11,14,20,27,37",7,0.0,2018-08-31 20:17:52.544368,2018-09-14 21:19:04.992242
637,2018-09-14,282.0,"02,03,09,11,12,14,27",7,0.0,2018-08-31 20:17:53.755387,2018-09-14 21:19:05.660445
638,2018-09-14,282.0,"02,07,25,27,31,34,36",7,0.0,2018-08-31 20:17:54.969751,2018-09-14 21:19:06.493721
639,2018-09-14,282.0,"04,09,14,21,26,33,35",7,0.0,2018-08-31 20:17:56.179704,2018-09-14 21:19:07.327966
640,2018-09-14,282.0,"11,16,24,27,29,35,36",7,0.0,2018-08-31 20:17:57.387672,2018-09-14 21:19:08.165704
641,2018-09-21,283.0,"02,07,11,14,20,27,37",7,0.0,2018-08-31 20:17:58.596902,2018-09-21 22:44:42.475613
642,2018-09-21,283.0,"02,03,09,11,12,14,27",7,0.0,2018-08-31 20:17:59.802750,2018-09-21 22:44:43.166349
643,2018-09-21,283.0,"02,07,25,27,31,34,36",7,0.0,2018-08-31 20:18:01.380641,2018-09-21 22:44:44.029969
644,2018-09-21,283.0,"04,09,14,21,26,33,35",7,0.0,2018-08-31 20:18:02.587725,2018-09-21 22:44:44.893448
645,2018-09-21,283.0,"11,16,24,27,29,35,36",7,0.0,2018-08-31 20:18:03.794711,2018-09-21 22:44:45.755762
646,2018-09-28,284.0,"02,07,11,14,20,27,37",7,0.0,2018-08-31 20:18:05.003683,2018-09-28 21:15:08.157587
647,2018-09-28,284.0,"02,03,09,11,12,14,27",7,0.0,2018-08-31 20:18:06.209020,2018-09-28 21:15:08.866607
648,2018-09-28,284.0,"02,07,25,27,31,34,36",7,0.0,2018-08-31 20:18:07.413941,2018-09-28 21:15:09.749173
649,2018-09-28,284.0,"04,09,14,21,26,33,35",7,0.0,2018-08-31 20:18:08.621825,2018-09-28 21:15:10.632580
650,2018-09-28,284.0,"11,16,24,27,29,35,36",7,0.0,2018-08-31 20:18:09.828515,2018-09-28 21:15:11.515121
316,2018-04-12,,"02,07,11,14,20,27",6,,2018-04-21 00:28:20.810261,2018-04-21 00:28:20.810269
317,2018-04-12,,"02,03,09,11,14,27",6,,2018-04-21 00:28:21.982048,2018-04-21 00:28:21.982056
318,2018-04-12,,"08,12,25,30,38,42",6,,2018-04-21 00:28:23.154094,2018-04-21 00:28:23.154103
319,2018-04-12,,"03,08,12,15,28,34",6,,2018-04-21 00:28:24.329361,2018-04-21 00:28:24.329369
320,2018-04-12,,"06,16,23,26,36,38",6,,2018-04-21 00:28:25.506963,2018-04-21 00:28:25.506971
326,2018-04-19,1270.0,"02,07,11,14,20,27",6,0.0,2018-04-21 00:28:32.904006,2018-04-21 00:59:11.618940
327,2018-04-19,1270.0,"02,03,09,11,14,27",6,0.0,2018-04-21 00:28:34.076122,2018-04-21 00:59:12.287980
328,2018-04-19,1270.0,"08,12,25,30,38,42",6,0.0,2018-04-21 00:28:35.249107,2018-04-21 00:59:13.126292
329,2018-04-19,1270.0,"03,08,12,15,28,34",6,0.0,2018-04-21 00:28:36.422174,2018-04-21 00:59:13.965364
330,2018-04-19,1270.0,"06,16,23,26,36,38",6,0.0,2018-04-21 00:28:37.592247,2018-04-21 00:59:14.804556
321,2018-04-16,1269.0,"02,07,11,14,20,27",6,0.0,2018-04-21 00:28:26.679066,2018-04-21 00:59:39.217699
322,2018-04-16,1269.0,"02,03,09,11,14,27",6,0.0,2018-04-21 00:28:27.848586,2018-04-21 00:59:39.899136
323,2018-04-16,1269.0,"08,12,25,30,38,42",6,0.0,2018-04-21 00:28:29.386315,2018-04-21 00:59:40.752246
324,2018-04-16,1269.0,"03,08,12,15,28,34",6,0.0,2018-04-21 00:28:30.557959,2018-04-21 00:59:41.604613
325,2018-04-16,1269.0,"06,16,23,26,36,38",6,0.0,2018-04-21 00:28:31.731827,2018-04-21 00:59:42.458511
352,2018-05-07,1275.0,"02,03,09,11,14,27",6,0.0,2018-04-21 00:29:03.932671,2018-05-07 22:17:49.911886
353,2018-05-07,1275.0,"08,12,25,30,38,42",6,0.0,2018-04-21 00:29:05.107090,2018-05-07 22:17:50.772687
354,2018-05-07,1275.0,"03,08,12,15,28,34",6,0.0,2018-04-21 00:29:06.281143,2018-05-07 22:17:51.637296
355,2018-05-07,1275.0,"06,16,23,26,36,38",6,0.0,2018-04-21 00:29:07.453526,2018-05-07 22:17:52.498804
356,2018-05-10,1276.0,"02,07,11,14,20,27",6,0.0,2018-04-21 00:29:08.629107,2018-05-12 09:40:55.796171
357,2018-05-10,1276.0,"02,03,09,11,14,27",6,0.0,2018-04-21 00:29:09.801988,2018-05-12 09:40:56.513307
358,2018-05-10,1276.0,"08,12,25,30,38,42",6,0.0,2018-04-21 00:29:10.974240,2018-05-12 09:40:57.407701
359,2018-05-10,1276.0,"03,08,12,15,28,34",6,0.0,2018-04-21 00:29:12.144469,2018-05-12 09:40:58.302885
360,2018-05-10,1276.0,"06,16,23,26,36,38",6,0.0,2018-04-21 00:29:13.322493,2018-05-12 09:40:59.168108
361,2018-05-14,1277.0,"02,07,11,14,20,27",6,0.0,2018-04-21 00:29:14.494291,2018-05-14 23:10:39.916553
331,2018-04-23,1271.0,"02,07,11,14,20,27",6,5.0,2018-04-21 00:28:38.765598,2018-04-23 22:18:23.693277
332,2018-04-23,1271.0,"02,03,09,11,14,27",6,5.0,2018-04-21 00:28:39.937385,2018-04-23 22:18:24.358985
333,2018-04-23,1271.0,"08,12,25,30,38,42",6,0.0,2018-04-21 00:28:41.112000,2018-04-23 22:18:25.192827
334,2018-04-23,1271.0,"03,08,12,15,28,34",6,0.0,2018-04-21 00:28:42.283359,2018-04-23 22:18:26.025309
335,2018-04-23,1271.0,"06,16,23,26,36,38",6,0.0,2018-04-21 00:28:43.455833,2018-04-23 22:18:26.856741
336,2018-04-26,1272.0,"02,07,11,14,20,27",6,0.0,2018-04-21 00:28:44.630145,2018-04-26 21:40:31.053363
337,2018-04-26,1272.0,"02,03,09,11,14,27",6,0.0,2018-04-21 00:28:46.171089,2018-04-26 21:40:31.731014
338,2018-04-26,1272.0,"08,12,25,30,38,42",6,0.0,2018-04-21 00:28:47.343554,2018-04-26 21:40:32.578415
339,2018-04-26,1272.0,"03,08,12,15,28,34",6,0.0,2018-04-21 00:28:48.516780,2018-04-26 21:40:33.425726
340,2018-04-26,1272.0,"06,16,23,26,36,38",6,0.0,2018-04-21 00:28:49.858261,2018-04-26 21:40:34.275511
341,2018-04-30,1273.0,"02,07,11,14,20,27",6,0.0,2018-04-21 00:28:51.030246,2018-04-30 21:50:16.943920
342,2018-04-30,1273.0,"02,03,09,11,14,27",6,0.0,2018-04-21 00:28:52.202299,2018-04-30 21:50:17.621966
343,2018-04-30,1273.0,"08,12,25,30,38,42",6,0.0,2018-04-21 00:28:53.377250,2018-04-30 21:50:18.469958
344,2018-04-30,1273.0,"03,08,12,15,28,34",6,0.0,2018-04-21 00:28:54.548717,2018-04-30 21:50:19.317146
345,2018-04-30,1273.0,"06,16,23,26,36,38",6,0.0,2018-04-21 00:28:55.720802,2018-04-30 21:50:20.163899
346,2018-05-03,1274.0,"02,07,11,14,20,27",6,0.0,2018-04-21 00:28:56.895450,2018-05-07 22:17:37.529253
347,2018-05-03,1274.0,"02,03,09,11,14,27",6,0.0,2018-04-21 00:28:58.067004,2018-05-07 22:17:38.195834
348,2018-05-03,1274.0,"08,12,25,30,38,42",6,0.0,2018-04-21 00:28:59.239335,2018-05-07 22:17:39.025497
349,2018-05-03,1274.0,"03,08,12,15,28,34",6,0.0,2018-04-21 00:29:00.414032,2018-05-07 22:17:39.855875
350,2018-05-03,1274.0,"06,16,23,26,36,38",6,0.0,2018-04-21 00:29:01.585877,2018-05-07 22:17:40.687341
351,2018-05-07,1275.0,"02,07,11,14,20,27",6,0.0,2018-04-21 00:29:02.757115,2018-05-07 22:17:49.220597
362,2018-05-14,1277.0,"02,03,09,11,14,27",6,0.0,2018-04-21 00:29:15.667073,2018-05-14 23:10:40.666629
363,2018-05-14,1277.0,"08,12,25,30,38,42",6,0.0,2018-04-21 00:29:16.843832,2018-05-14 23:10:41.604251
364,2018-05-14,1277.0,"03,08,12,15,28,34",6,0.0,2018-04-21 00:29:18.017469,2018-05-14 23:10:42.505923
365,2018-05-14,1277.0,"06,16,23,26,36,38",6,0.0,2018-04-21 00:29:19.190675,2018-05-14 23:10:43.396198
367,2018-05-17,1278.0,"02,03,09,11,14,27",6,0.0,2018-05-18 14:55:03.626358,2018-05-18 15:14:52.658866
368,2018-05-17,1278.0,"06,17,23,26,34,43",6,0.0,2018-05-18 14:55:04.946915,2018-05-18 15:14:53.610195
370,2018-05-17,1278.0,"08,14,16,18,26,32",6,0.0,2018-05-18 14:55:08.048362,2018-05-18 15:14:55.496430
371,2018-05-21,1279.0,"02,07,11,14,20,27",6,0.0,2018-05-18 14:55:09.368780,2018-05-22 05:58:24.681432
372,2018-05-21,1279.0,"02,03,09,11,14,27",6,0.0,2018-05-18 14:55:10.686302,2018-05-22 05:58:25.393352
373,2018-05-21,1279.0,"06,17,23,26,34,43",6,0.0,2018-05-18 14:55:12.418958,2018-05-22 05:58:26.281241
374,2018-05-21,1279.0,"03,15,22,28,34,37",6,0.0,2018-05-18 14:55:13.753019,2018-05-22 05:58:27.170117
375,2018-05-21,1279.0,"08,14,16,18,26,32",6,0.0,2018-05-18 14:55:15.090525,2018-05-22 05:58:28.058596
377,2018-05-24,1280.0,"02,03,09,11,14,27",6,0.0,2018-05-18 14:55:17.731004,2018-05-25 00:29:28.346798
378,2018-05-24,1280.0,"06,17,23,26,34,43",6,0.0,2018-05-18 14:55:19.068722,2018-05-25 00:29:29.231445
379,2018-05-24,1280.0,"03,15,22,28,34,37",6,0.0,2018-05-18 14:55:20.401855,2018-05-25 00:29:30.120892
380,2018-05-24,1280.0,"08,14,16,18,26,32",6,0.0,2018-05-18 14:55:21.720495,2018-05-25 00:29:31.006807
381,2018-05-28,1281.0,"02,07,11,14,20,27",6,0.0,2018-05-18 14:55:23.037241,2018-05-29 08:28:44.690975
382,2018-05-28,1281.0,"02,03,09,11,14,27",6,0.0,2018-05-18 14:55:24.352380,2018-05-29 08:28:45.372455
384,2018-05-28,1281.0,"03,15,22,28,34,37",6,0.0,2018-05-18 14:55:26.985252,2018-05-29 08:28:47.086736
385,2018-05-28,1281.0,"08,14,16,18,26,32",6,0.0,2018-05-18 14:55:28.302844,2018-05-29 08:28:47.939645
386,2018-05-31,1282.0,"02,07,11,14,20,27",6,0.0,2018-05-18 14:55:29.618543,2018-06-02 10:41:35.276881
387,2018-05-31,1282.0,"02,03,09,11,14,27",6,0.0,2018-05-18 14:55:30.939793,2018-06-02 10:41:35.953011
388,2018-05-31,1282.0,"06,17,23,26,34,43",6,0.0,2018-05-18 14:55:32.261776,2018-06-02 10:41:36.798388
389,2018-05-31,1282.0,"03,15,22,28,34,37",6,0.0,2018-05-18 14:55:33.579436,2018-06-02 10:41:37.643990
391,2018-06-04,1283.0,"02,07,11,14,20,27",6,0.0,2018-05-18 14:55:36.398896,2018-06-08 03:27:13.988114
392,2018-06-04,1283.0,"02,03,09,11,14,27",6,0.0,2018-05-18 14:55:37.713094,2018-06-08 03:27:14.684259
393,2018-06-04,1283.0,"06,17,23,26,34,43",6,0.0,2018-05-18 14:55:39.028738,2018-06-08 03:27:15.551327
394,2018-06-04,1283.0,"03,15,22,28,34,37",6,0.0,2018-05-18 14:55:40.348217,2018-06-08 03:27:16.419047
395,2018-06-04,1283.0,"08,14,16,18,26,32",6,0.0,2018-05-18 14:55:41.680274,2018-06-08 03:27:17.284481
396,2018-06-07,1284.0,"02,07,11,14,20,27",6,0.0,2018-05-18 14:55:43.008008,2018-06-08 03:27:26.761425
398,2018-06-07,1284.0,"06,17,23,26,34,43",6,0.0,2018-05-18 14:55:45.643987,2018-06-08 03:27:28.302665
399,2018-06-07,1284.0,"03,15,22,28,34,37",6,0.0,2018-05-18 14:55:46.960679,2018-06-08 03:27:29.159282
400,2018-06-07,1284.0,"08,14,16,18,26,32",6,0.0,2018-05-18 14:55:48.278563,2018-06-08 03:27:30.013509
401,2018-06-11,1285.0,"02,07,11,14,20,27",6,0.0,2018-05-18 14:55:49.733518,2018-06-11 21:36:34.851431
402,2018-06-11,1285.0,"02,03,09,11,14,27",6,0.0,2018-05-18 14:55:51.053740,2018-06-11 21:36:35.538016
403,2018-06-11,1285.0,"06,17,23,26,34,43",6,0.0,2018-05-18 14:55:52.370737,2018-06-11 21:36:36.396822
405,2018-06-11,1285.0,"08,14,16,18,26,32",6,0.0,2018-05-18 14:55:54.999919,2018-06-11 21:36:38.104880
406,2018-06-14,1286.0,"02,07,11,14,20,27",6,0.0,2018-05-18 14:55:56.319265,2018-06-14 20:04:47.095961
407,2018-06-14,1286.0,"02,03,09,11,14,27",6,0.0,2018-05-18 14:55:57.632721,2018-06-14 20:04:47.806697
408,2018-06-14,1286.0,"06,17,23,26,34,43",6,0.0,2018-05-18 14:55:59.340450,2018-06-14 20:04:48.693772
409,2018-06-14,1286.0,"03,15,22,28,34,37",6,0.0,2018-05-18 14:56:00.654627,2018-06-14 20:04:49.580909
410,2018-06-14,1286.0,"08,14,16,18,26,32",6,0.0,2018-05-18 14:56:01.972062,2018-06-14 20:04:50.467458
412,2018-06-18,1287.0,"02,03,09,11,14,27",6,0.0,2018-05-18 14:56:04.603954,2018-06-18 23:06:33.851634
413,2018-06-18,1287.0,"06,17,23,26,34,43",6,0.0,2018-05-18 14:56:05.920568,2018-06-18 23:06:34.711640
414,2018-06-18,1287.0,"03,15,22,28,34,37",6,0.0,2018-05-18 14:56:07.237120,2018-06-18 23:06:35.574265
415,2018-06-18,1287.0,"08,14,16,18,26,32",6,0.0,2018-05-18 14:56:08.553351,2018-06-18 23:06:36.434034
416,2018-05-18,265.0,"02,07,11,14,20,27,37",7,0.0,2018-05-18 14:58:51.144563,2018-05-18 20:23:54.938024
417,2018-05-18,265.0,"02,03,09,11,12,14,27",7,0.0,2018-05-18 14:58:52.393467,2018-05-18 20:23:55.640369
418,2018-05-18,265.0,"07,14,16,23,26,33,35",7,0.0,2018-05-18 14:58:53.641470,2018-05-18 20:23:56.517175
419,2018-05-18,265.0,"07,11,13,16,25,27,33",7,0.0,2018-05-18 14:58:54.891711,2018-05-18 20:23:57.392962
420,2018-05-18,265.0,"04,16,19,21,22,26,34",7,0.0,2018-05-18 14:58:56.140732,2018-05-18 20:23:58.274583
376,2018-05-24,1280.0,"02,07,11,14,20,27",6,0.0,2018-05-18 14:55:16.413800,2018-05-25 00:29:27.638329
421,2018-05-25,266.0,"02,07,11,14,20,27,37",7,0.0,2018-05-18 14:58:57.394996,2018-05-26 09:31:34.320862
422,2018-05-25,266.0,"02,03,09,11,12,14,27",7,0.0,2018-05-18 14:58:58.642805,2018-05-26 09:31:35.050548
423,2018-05-25,266.0,"07,14,16,23,26,33,35",7,0.0,2018-05-18 14:58:59.892252,2018-05-26 09:31:35.965126
424,2018-05-25,266.0,"07,11,13,16,25,27,33",7,0.0,2018-05-18 14:59:01.140866,2018-05-26 09:31:36.881359
425,2018-05-25,266.0,"04,16,19,21,22,26,34",7,0.0,2018-05-18 14:59:02.387825,2018-05-26 09:31:37.792654
426,2018-06-01,267.0,"02,07,11,14,20,27,37",7,0.0,2018-05-18 14:59:03.635450,2018-06-02 10:41:47.630764
427,2018-06-01,267.0,"02,03,09,11,12,14,27",7,0.0,2018-05-18 14:59:04.883898,2018-06-02 10:41:48.373252
428,2018-06-01,267.0,"07,14,16,23,26,33,35",7,0.0,2018-05-18 14:59:06.140896,2018-06-02 10:41:49.269746
429,2018-06-01,267.0,"07,11,13,16,25,27,33",7,0.0,2018-05-18 14:59:07.389572,2018-06-02 10:41:50.147203
430,2018-06-01,267.0,"04,16,19,21,22,26,34",7,0.0,2018-05-18 14:59:08.637684,2018-06-02 10:41:51.024162
431,2018-06-08,268.0,"02,07,11,14,20,27,37",7,0.0,2018-05-18 14:59:09.886049,2018-06-09 12:22:01.070275
432,2018-06-08,268.0,"02,03,09,11,12,14,27",7,0.0,2018-05-18 14:59:11.143728,2018-06-09 12:22:01.750088
433,2018-06-08,268.0,"07,14,16,23,26,33,35",7,0.0,2018-05-18 14:59:12.392014,2018-06-09 12:22:02.602202
434,2018-06-08,268.0,"07,11,13,16,25,27,33",7,0.0,2018-05-18 14:59:13.640740,2018-06-09 12:22:03.454142
435,2018-06-08,268.0,"04,16,19,21,22,26,34",7,0.0,2018-05-18 14:59:14.887808,2018-06-09 12:22:04.304252
436,2018-06-15,269.0,"02,07,11,14,20,27,37",7,0.0,2018-05-18 14:59:16.139093,2018-06-17 09:36:26.568222
437,2018-06-15,269.0,"02,03,09,11,12,14,27",7,0.0,2018-05-18 14:59:17.386688,2018-06-17 09:36:27.290472
438,2018-06-15,269.0,"07,14,16,23,26,33,35",7,0.0,2018-05-18 14:59:18.635369,2018-06-17 09:36:28.194300
439,2018-06-15,269.0,"07,11,13,16,25,27,33",7,0.0,2018-05-18 14:59:19.883364,2018-06-17 09:36:29.095854
440,2018-06-15,269.0,"04,16,19,21,22,26,34",7,0.0,2018-05-18 14:59:21.148581,2018-06-17 09:36:29.999740
441,2018-06-21,1288.0,"02,07,11,14,20,27",6,0.0,2018-06-22 11:22:49.546443,2018-06-22 11:25:40.823910
442,2018-06-21,1288.0,"02,03,09,11,14,27",6,0.0,2018-06-22 11:22:50.813153,2018-06-22 11:25:41.543231
443,2018-06-21,1288.0,"03,25,31,35,38,42",6,0.0,2018-06-22 11:22:52.075331,2018-06-22 11:25:42.428169
444,2018-06-21,1288.0,"16,18,33,37,39,42",6,0.0,2018-06-22 11:22:53.334589,2018-06-22 11:25:43.313729
445,2018-06-21,1288.0,"14,22,25,27,33,38",6,0.0,2018-06-22 11:22:54.597936,2018-06-22 11:25:44.213288
506,2018-06-22,270.0,"02,07,11,14,20,27,37",7,0.0,2018-06-22 11:30:23.672992,2018-06-22 22:24:26.346777
507,2018-06-22,270.0,"02,03,09,11,12,14,27",7,0.0,2018-06-22 11:30:24.979285,2018-06-22 22:24:27.053526
508,2018-06-22,270.0,"06,12,17,28,33,35,36",7,0.0,2018-06-22 11:30:26.275597,2018-06-22 22:24:28.310527
